Hyperlink,URL,Title,Page Power,Size,Words,Modified,Match Words,Match Percentage,Match Pages,Match Words (with common),Match Percentage (with common),Match Pages (with common),Broken Links Out,Links Out,Links In,Skip Reason,Redirected to
https://abadisparsian.com/obtaining-a-russian-student-visa/,obtaining-a-russian-student-visa/,https://abadisparsian.com/obtaining-a-russian-student-visa,16,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,6,HTTP Header Redirect ,https://abadisparsian.com/obtaining-a-russian-student-visa
https://abadisparsian.com/wp-content/uploads/2025/03/لیست-موسسات-1404.webp,wp-content/uploads/2025/03/لیست-موسسات-1404.webp,,4,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/lobachevsky-state-university,lobachevsky-state-university,دانشگاه لوباچفسکی روسیه - معرفی و امکانات | آبادیس پارسیان,30,160,"1,572","11:54, 4 Jul, 2025",232,15%,1,300,19%,6,0,19,0,,
https://abadisparsian.com/sechenova-state-university,sechenova-state-university,دانشگاه سچینوا روسیه - شرایط تحصیل و پذیرش | آبادیس پارسیان,30,156,"1,939","11:54, 4 Jul, 2025",56,3%,3,337,17%,11,0,49,0,,
https://abadisparsian.com/file/Russian-scholarship/Consent.docx,file/Russian-scholarship/Consent.docx,,3,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/list-of-universities-abroad,list-of-universities-abroad,لیست دانشگاه‌های خارج از کشور مورد تایید وزارت بهداشت 2024 - 2025,4,126,358,"11:55, 4 Jul, 2025",30,8%,2,353,99%,14,0,48,2,,
https://abadisparsian.com/entering-the-universities-of-the-republic-of-tatarstan,entering-the-universities-of-the-republic-of-tatarstan,,4,128,411,"11:55, 4 Jul, 2025",0,0%,0,0,0%,0,0,48,2,Robots meta tag contains noindex instruction,
https://abadisparsian.com/category/news/page/2,category/news/page/2,اخبار تحصیلی - موسسه رسمی اعزام دانشجو به روسیه - آبادیس پارسیان دانش,4,138,595,"11:55, 4 Jul, 2025",595,100%,2,595,100%,2,0,58,4,,
https://abadisparsian.com/category/news/page/3,category/news/page/3,اخبار تحصیلی - موسسه رسمی اعزام دانشجو به روسیه - آبادیس پارسیان دانش,4,138,591,"11:55, 4 Jul, 2025",313,53%,3,591,100%,3,0,58,4,,
https://abadisparsian.com/category/news/page/4,category/news/page/4,اخبار تحصیلی - موسسه رسمی اعزام دانشجو به روسیه - آبادیس پارسیان دانش,4,138,588,"11:55, 4 Jul, 2025",309,53%,2,588,100%,3,0,58,4,,
https://abadisparsian.com/category/news/page/5,category/news/page/5,اخبار تحصیلی - موسسه رسمی اعزام دانشجو به روسیه - آبادیس پارسیان دانش,4,139,613,"11:55, 4 Jul, 2025",334,54%,5,613,100%,5,0,58,4,,
https://abadisparsian.com/russian-non-medical-universities,russian-non-medical-universities,دانشگاه‌ های غیر پزشکی روسیه - اعزام دانشجو و پذیرش تحصیلی | آبادیس پارسیان,33,150,"1,879","11:55, 4 Jul, 2025",83,4%,4,396,21%,34,0,51,3,,
https://abadisparsian.com/contact/,contact/,https://abadisparsian.com/contact,6,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,3,HTTP Header Redirect ,https://abadisparsian.com/contact
https://abadisparsian.com/saratov-state-university,saratov-state-university,دانشگاه ساراتف روسیه - آخرین تغییرات و تحصیل در دانشگاه | آبادیس پارسیان,30,164,"1,183","11:54, 4 Jul, 2025",50,4%,2,353,30%,11,0,49,0,,
https://abadisparsian.com/blog/page/2,blog/page/2,وبلاگ - صفحه 2 از 7 - موسسه رسمی اعزام دانشجو به روسیه - آبادیس پارسیان دانش,4,138,595,"11:55, 4 Jul, 2025",222,37%,2,595,100%,6,0,58,4,,
https://abadisparsian.com/blog/page/3,blog/page/3,وبلاگ - صفحه 3 از 7 - موسسه رسمی اعزام دانشجو به روسیه - آبادیس پارسیان دانش,4,138,591,"11:55, 4 Jul, 2025",312,53%,8,591,100%,36,0,58,4,,
https://abadisparsian.com/blog/page/4,blog/page/4,وبلاگ - صفحه 4 از 7 - موسسه رسمی اعزام دانشجو به روسیه - آبادیس پارسیان دانش,4,138,588,"11:55, 4 Jul, 2025",218,37%,3,588,100%,11,0,58,4,,
https://abadisparsian.com/blog/page/5,blog/page/5,وبلاگ - صفحه 5 از 7 - موسسه رسمی اعزام دانشجو به روسیه - آبادیس پارسیان دانش,4,139,613,"11:55, 4 Jul, 2025",334,54%,10,613,100%,40,0,58,4,,
https://abadisparsian.com/wp-content/uploads/2022/07/Abou-AbadisParsian-01.webp,wp-content/uploads/2022/07/Abou-AbadisParsian-01.webp,,4,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/wp-content/uploads/2022/07/Abou-AbadisParsian-02.webp,wp-content/uploads/2022/07/Abou-AbadisParsian-02.webp,,4,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/wp-content/uploads/2022/07/Abou-AbadisParsian-04.webp,wp-content/uploads/2022/07/Abou-AbadisParsian-04.webp,,4,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/wp-content/uploads/2022/07/Abou-AbadisParsian-03.webp,wp-content/uploads/2022/07/Abou-AbadisParsian-03.webp,,4,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/rudn-university,rudn-university,دانشگاه رودن روسیه. معرفی و هزینه تحصیل در رودن | آبادیس پارسیان,34,153,"1,115","11:54, 4 Jul, 2025",34,3%,2,333,30%,13,0,59,0,,
https://abadisparsian.com/pacific-national-university,pacific-national-university,دانشگاه ملی پسفیک روسیه - هزینه تحصیل + خوابگاه | آبادیس پارسیان,30,118,"1,187","11:55, 4 Jul, 2025",226,19%,2,308,26%,7,0,19,0,,
https://abadisparsian.com/plekhanov-state-university,plekhanov-state-university,دانشگاه پلخانف روسیه - شرایط پذیرش در سال جدید | آبادیس پارسیان,30,140,"1,121","11:55, 4 Jul, 2025",44,4%,2,350,31%,9,0,50,0,,
https://abadisparsian.com/wp-content/uploads/2022/07/I-Am-From-Rudn-03.webp,wp-content/uploads/2022/07/I-Am-From-Rudn-03.webp,,3,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/wp-content/uploads/2022/07/I-Am-From-Rudn-05.webp,wp-content/uploads/2022/07/I-Am-From-Rudn-05.webp,,3,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/wp-content/uploads/2022/07/I-Am-From-Rudn-06.webp,wp-content/uploads/2022/07/I-Am-From-Rudn-06.webp,,3,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/wp-content/uploads/2022/07/I-Am-From-Rudn-07.webp,wp-content/uploads/2022/07/I-Am-From-Rudn-07.webp,,3,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/wp-content/uploads/2022/07/Fishing-RUDN-Universty-02.webp,wp-content/uploads/2022/07/Fishing-RUDN-Universty-02.webp,,3,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/wp-content/uploads/2022/07/Fishing-RUDN-Universty-04.webp,wp-content/uploads/2022/07/Fishing-RUDN-Universty-04.webp,,3,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/wp-content/uploads/2022/07/Fishing-RUDN-Universty-03.webp,wp-content/uploads/2022/07/Fishing-RUDN-Universty-03.webp,,3,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/wp-content/uploads/2022/07/Fishing-RUDN-Universty-06.webp,wp-content/uploads/2022/07/Fishing-RUDN-Universty-06.webp,,3,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/wp-content/uploads/2022/07/RUDN-Universty-04.webp,wp-content/uploads/2022/07/RUDN-Universty-04.webp,,3,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/wp-content/uploads/2022/07/RUDN-Universty-17.webp,wp-content/uploads/2022/07/RUDN-Universty-17.webp,,3,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/wp-content/uploads/2022/07/RUDN-Universty-01.webp,wp-content/uploads/2022/07/RUDN-Universty-01.webp,,3,0,0,"00:00, 1 Jan, 1970",0,0%,0,0,0%,0,0,0,1,The character set of this page was not recognized.,
https://abadisparsian.com/siberian-federal-university,siberian-federal-university,دانشگاه فدرال سیبری روسیه - شرایط پذیرش و ثبت نام | آبادیس پارسیان,30,178,"1,634","11:55, 4 Jul, 2025",89,5%,6,385,24%,31,0,48,0,,
https://abadisparsian.com/tomsk-state-university,tomsk-state-university,دانشگاه تومسک روسیه - آشنایی کامل + شرایط پذیرش | آبادیس پارسیان,30,160,"1,508","11:55, 4 Jul, 2025",211,14%,1,306,20%,7,0,19,0,,
https://abadisparsian.com/piragov-university,piragov-university,دانشگاه پیراگوف روسیه - شرایط پذیرش و تحصیل در دانشگاه | آبادیس پارسیان,30,158,"1,563","11:55, 4 Jul, 2025",22,1%,1,311,20%,9,0,48,0,,
https://abadisparsian.com/pavlov-university,pavlov-university,دانشگاه پاولوف روسیه، پذیریش و شهریه دانشگاه پاولوف | آبادیس پارسیان,30,155,"1,755","11:55, 4 Jul, 2025",93,5%,2,379,22%,13,0,49,0,,
