Hyperlink,URL,Title,Page Power,Size,Words,Modified,Match Words,Match Percentage,Match Pages,Match Words (with common),Match Percentage (with common),Match Pages (with common),Broken Links Out,Links Out,Links In,Skip Reason,Redirected to
https://eciru.ir/حضور-2-ناشر-ایرانی-در-نمایشگاه-مسکو,حضور-2-ناشر-ایرانی-در-نمایشگاه-مسکو,حضور 2 ناشر ایرانی در نمایشگاه کتاب ادبیات تفکری در مسکو - پایروس نیوز - پایگاه خبری اقتصاد ایران و روسیه,26,196,"1,920","10:22, 4 Jul, 2025",0,0%,0,"1,182",62%,5,0,99,206,,
https://eciru.ir/پرواز-دوباره-تهران-و-ریاض,پرواز-دوباره-تهران-و-ریاض,پرواز دوباره تهران و ریاض از سر گرفته می شود - پایروس نیوز - پایگاه خبری اقتصاد ایران و روسیه,50,188,"1,323","10:22, 4 Jul, 2025",17,1%,1,"1,209",91%,5,0,99,245,,
https://eciru.ir/پاسخ-ترامپ-درباره-نام-خلیج-فارس,پاسخ-ترامپ-درباره-نام-خلیج-فارس,پاسخ ترامپ درباره نام خلیج فارس - پایروس نیوز - پایگاه خبری اقتصاد ایران و روسیه,27,190,"1,413","10:22, 4 Jul, 2025",0,0%,0,"1,201",85%,9,0,99,207,,
https://eciru.ir/اغراض-سژیاسی-برای-تغییر-نام-خلیج-فارس,اغراض-سژیاسی-برای-تغییر-نام-خلیج-فارس,عراقچی: اغراض سژیاسی برای تغییر نام تاریخی خلیج فارس - پایروس نیوز - پایگاه خبری اقتصاد ایران و روسیه,27,192,"1,512","10:22, 4 Jul, 2025",17,1%,1,"1,230",81%,10,0,99,207,,
https://eciru.ir/آغاز-سریال-پایتخت-7-از-تلویزیون,آغاز-سریال-پایتخت-7-از-تلویزیون,آغاز سریال «پایتخت» از امشب در تلویزیون - پایروس نیوز - پایگاه خبری اقتصاد ایران و روسیه,25,188,"1,301","10:22, 4 Jul, 2025",0,0%,0,"1,179",91%,10,0,99,204,,
https://eciru.ir/تبعات-ارائه-مدارک-جعلی,تبعات-ارائه-مدارک-جعلی,اطلاعیه در خصوص تبعات ارائه مدارک جعلی - پایروس نیوز - پایگاه خبری اقتصاد ایران و روسیه,26,189,"1,370","10:22, 4 Jul, 2025",0,0%,0,"1,187",87%,5,0,99,205,,
https://eciru.ir/بررسی-روند-تایید-دانشگاه-سچینوا,بررسی-روند-تایید-دانشگاه-سچینوا,در دیدار رئیس دانشگاه سچینوا با سفیر ایران در روسیه صورت گرفت؛ - پایروس نیوز - پایگاه خبری اقتصاد ایران و روسیه,25,191,"1,462","10:22, 4 Jul, 2025",16,1%,1,"1,229",84%,9,0,99,204,,
https://eciru.ir/پرفروشترین-خودرو-برقی-ماه-اروپا,پرفروشترین-خودرو-برقی-ماه-اروپا,پرفروش‌ترین خودرو برقی ماه گذشته اروپا اعلام شد - پایروس نیوز - پایگاه خبری اقتصاد ایران و روسیه,25,192,"1,701","10:22, 4 Jul, 2025","1,176",69%,2,"1,176",69%,2,0,99,204,,
https://eciru.ir/مریم-فربودی-برنده-جایزه-الین-بنت-شد,مریم-فربودی-برنده-جایزه-الین-بنت-شد,مریم فربودی برنده جایزه الین بنت شد - پایروس نیوز - پایگاه خبری اقتصاد ایران و روسیه,25,194,"1,881","10:22, 4 Jul, 2025",155,8%,1,"1,360",72%,11,0,99,204,,
https://eciru.ir/اعتراض-سر-کنسولگری-ایران-کازان-روسیه,اعتراض-سر-کنسولگری-ایران-کازان-روسیه,اعتراض سر کنسولگری ایران در کازان روسیه به رفتار خشونت‌ آمیز پلیس روسیه با دانشجویان ایرانی - پایروس نیوز - پایگاه خبری اقتصاد ایران و روسیه,25,191,"1,367","10:22, 4 Jul, 2025",0,0%,0,"1,198",88%,4,0,99,204,,
